date,run_time
11/17/2018 0:00,322.677856
11/18/2018 0:00,324.022827
11/19/2018 0:00,325.360077
11/21/2018 0:00,330.188812
11/23/2018 0:00,323.013611
11/24/2018 0:00,329.671265
11/25/2018 0:00,323.316528
11/26/2018 0:00,325.202515
11/27/2018 0:00,323.369293
11/28/2018 0:00,323.77652
11/29/2018 0:00,325.169373
11/30/2018 0:00,322.796661

